AWARD	PERSON	DATE	GENDER	DESCRIPTION
Björkén Prize	Eva Klein	1978-01-01T00:00:00Z	female	$null$
Björkén Prize	Eva Klein	1978-01-01T00:00:00Z	female	$null$
Björkén Prize	Kerstin Lindblad-Toh	2017-01-01T00:00:00Z	female	$null$
Björkén Prize	Kerstin Lindblad-Toh	2017-01-01T00:00:00Z	female	$null$
Blue Planet Prize	Daniel H. Janzen	2014-01-01T00:00:00Z	male	award of the Asahi Glass Foundation
Blue Planet Prize	Gretchen Daily	2017-01-01T00:00:00Z	female	award of the Asahi Glass Foundation
Blue Planet Prize	James Lovelock	1997-01-01T00:00:00Z	male	award of the Asahi Glass Foundation
Blue Planet Prize	Mathis Wackernagel	2012-01-01T00:00:00Z	male	award of the Asahi Glass Foundation
Blue Planet Prize	Thomas Lovejoy	2012-01-01T00:00:00Z	male	award of the Asahi Glass Foundation
Blue Planet Prize	William E. Rees	2012-01-01T00:00:00Z	male	award of the Asahi Glass Foundation
Bower Award and Prize for Achievement in Science	George M. Church	2011-01-01T00:00:00Z	male	award
Bower Award and Prize for Achievement in Science	Philippe Horvath	2018-01-01T00:00:00Z	male	award
Breakthrough Prize in Life Sciences	Cornelia Bargmann	2013-01-01T00:00:00Z	female	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Breakthrough Prize in Life Sciences	Eric Lander	2013-01-01T00:00:00Z	male	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Breakthrough Prize in Life Sciences	Eric Lander	2013-01-01T00:00:00Z	male	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Breakthrough Prize in Life Sciences	Lewis C. Cantley	2013-01-01T00:00:00Z	male	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Breakthrough Prize in Life Sciences	Napoleone Ferrara	2013-01-01T00:00:00Z	male	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Breakthrough Prize in Life Sciences	Napoleone Ferrara	2013-01-01T00:00:00Z	male	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Breakthrough Prize in Life Sciences	Robert Weinberg	2013-01-01T00:00:00Z	male	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Breakthrough Prize in Life Sciences	Roel Nusse	2017-01-01T00:00:00Z	male	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Breakthrough Prize in Life Sciences	Roel Nusse	2017-01-01T00:00:00Z	male	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Breakthrough Prize in Life Sciences	Shinya Yamanaka	2013-01-01T00:00:00Z	male	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Breakthrough Prize in Life Sciences	Shinya Yamanaka	2013-01-01T00:00:00Z	male	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Breakthrough Prize in Life Sciences	Ōsumi Yoshinori	2017-01-01T00:00:00Z	male	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Breakthrough Prize in Life Sciences	Ōsumi Yoshinori	2017-01-01T00:00:00Z	male	Award for recognizing Breakthroughs in the Life Sciences worth $3m
Bressa Prize	Ernst Haeckel	1895-01-01T00:00:00Z	male	$null$
Bressa Prize	Luigi Luca Cavalli-Sforza	2006-01-01T00:00:00Z	male	$null$
Breuer Award	Ralf Baumeister	2008-01-01T00:00:00Z	male	science award
Breuer Award	Ulrike Müller	2008-01-01T00:00:00Z	female	science award
Bristol-Myers Squibb Award for Distinguished Achievement in Cancer Research	Edward Harlow	1991-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Cancer Research	Elizabeth Blackburn	2003-01-01T00:00:00Z	female	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Cancer Research	Judah Folkman	1995-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Cancer Research	Leo Sachs	1983-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Cancer Research	Peter K. Vogt	1989-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Cancer Research	Robert Weinberg	1984-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Cardiovascular Research	Oliver Smithies	1997-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Infectious Diseases Research	Bernard N. Fields	1992-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Infectious Diseases Research	R. John Collier	2003-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Infectious Diseases Research	Robert G. Webster	2002-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Infectious Diseases Research	Stanley Falkow	1997-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Metabolic Diseases Research	Philip Cohen	2002-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Metabolic Diseases Research	Philip Cohen	2002-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Metabolic Diseases Research	Ronald M. Evans	2000-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Neuroscience Research	Bertil Hille	1990-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Neuroscience Research	H. Robert Horvitz	2001-01-01T00:00:00Z	male	$null$
Bristol-Myers Squibb Award for Distinguished Achievement in Neuroscience Research	Mario Capecchi	1992-01-01T00:00:00Z	male	$null$
Bruce Medal	Marcel Minnaert	1951-01-01T00:00:00Z	male	award for research in astronomy
Buchanan Medal	Adrian Peter Bird	2018-01-01T00:00:00Z	male	award
Buchanan Medal	Barry Marshall	1998-01-01T00:00:00Z	male	award
CNRS Gold medal	Boris Ephrussi	1968-01-01T00:00:00Z	male	$null$
CNRS Gold medal	Gaston Ramon	1958-01-01T00:00:00Z	male	$null$
CNRS Gold medal	Gaston Ramon	1958-01-01T00:00:00Z	male	$null$
CNRS Gold medal	Jacques Oudin	1972-01-01T00:00:00Z	male	$null$
CNRS Gold medal	Jules Hoffmann	2011-01-01T00:00:00Z	male	$null$
CNRS Gold medal	Margaret Buckingham	2013-09-18T00:00:00Z	female	$null$
CNRS Gold medal	Margaret Buckingham	2013-09-18T00:00:00Z	female	$null$
CNRS Gold medal	Nicole Marthe Le Douarin	1986-01-01T00:00:00Z	female	$null$
CNRS Gold medal	Pierre Joliot	1982-01-01T00:00:00Z	male	$null$
CNRS Gold medal	Pierre Joliot	1982-01-01T00:00:00Z	male	$null$
CNRS Gold medal	Piotr Słonimski	1985-01-01T00:00:00Z	male	$null$
CNRS Gold medal	Piotr Słonimski	1985-01-01T00:00:00Z	male	$null$
CNRS Gold medal	Pol Bouin	1961-01-01T00:00:00Z	male	$null$
CNRS Gold medal	Pol Bouin	1961-01-01T00:00:00Z	male	$null$
CNRS Gold medal	Éric Karsenti	2015-01-01T00:00:00Z	male	$null$
CNRS Gold medal	Éric Karsenti	2015-01-01T00:00:00Z	male	$null$
CNRS silver medal	Alain Marty	2006-01-01T00:00:00Z	male	$null$
CNRS silver medal	Annie Marc	2002-01-01T00:00:00Z	female	$null$
CNRS silver medal	Claire Rougeulle	2019-01-01T00:00:00Z	female	$null$
CNRS silver medal	Lluís Quintana-Murci	2013-01-01T00:00:00Z	male	$null$
CNRS silver medal	Nicolas Galtier	2019-01-01T00:00:00Z	male	$null$
Carl Friedrich Gauss Medal	Rudolf K. Thauer	2008-01-01T00:00:00Z	male	$null$
Carl Friedrich Gauss Medal	Walter M. Elsasser	1977-01-01T00:00:00Z	male	$null$
Carl Sagan Award for Public Understanding of Science	Edward O. Wilson	1994-01-01T00:00:00Z	male	science communication award
Carl Sagan Award for Public Understanding of Science	Edward O. Wilson	1994-01-01T00:00:00Z	male	science communication award
Carl Sagan Award for Public Understanding of Science	Sylvia Earle	2010-01-01T00:00:00Z	female	science communication award
Carl Sagan Award for Public Understanding of Science	Sylvia Earle	2010-01-01T00:00:00Z	female	science communication award
Carl Sagan Medal	David Grinspoon	2006-01-01T00:00:00Z	male	$null$
Carl-Ludwig Honorary Medal	Walter Rudolf Hess	1938-01-01T00:00:00Z	male	$null$
Carl-Ritter-Medal	Paul Sarasin	1896-01-01T00:00:00Z	male	$null$
Carlos J. Finlay UNESCO Prize for Microbiology	César Milstein	1983-01-01T00:00:00Z	male	scientific award
Carlos J. Finlay UNESCO Prize for Microbiology	César Milstein	1983-01-01T00:00:00Z	male	scientific award
Carlos J. Finlay UNESCO Prize for Microbiology	Pascale Cossart	1995-01-01T00:00:00Z	female	scientific award
Carlos J. Finlay UNESCO Prize for Microbiology	Pascale Cossart	1995-01-01T00:00:00Z	female	scientific award
Carlos J. Finlay UNESCO Prize for Microbiology	Roger Stanier	1980-01-01T00:00:00Z	male	scientific award
Carlos J. Finlay UNESCO Prize for Microbiology	Ruth Sonntag Nussenzweig	1985-01-01T00:00:00Z	female	scientific award
Carlos J. Finlay UNESCO Prize for Microbiology	Susana López Charreton	2001-01-01T00:00:00Z	female	scientific award
Carlos J. Finlay UNESCO Prize for Microbiology	Ádám Kondorosi	1999-01-01T00:00:00Z	male	scientific award
Carus medal	Bert Sakmann	1991-01-01T00:00:00Z	male	$null$
Carus medal	Christiane Nüsslein-Volhard	1989-01-01T00:00:00Z	female	$null$
Carus medal	Georges J. F. Köhler	1985-01-01T00:00:00Z	male	$null$
Carus medal	Jacques Monod	1965-01-01T00:00:00Z	male	$null$
Carus medal	Peter Gruss	1995-01-01T00:00:00Z	male	$null$
Carus medal	Rudolf K. Thauer	1993-01-01T00:00:00Z	male	$null$
Centenary Prize	Melvin Calvin	1955-01-01T00:00:00Z	male	award granted by the Royal Society of Chemistry
Champions of the Earth	Izabella Teixeira	2013-01-01T00:00:00Z	female	award
Champions of the Earth	Julia Carabias	2005-01-01T00:00:00Z	female	award
Charles F. Prentice Medal	John E. Dowling	1991-01-01T00:00:00Z	male	award in vision science
Charles S. Mott Prize	Anthony R. Hunter	1994-01-01T00:00:00Z	male	award
Charles S. Mott Prize	Janet Rowley	1989-01-01T00:00:00Z	female	award
Charles S. Mott Prize	Judah Folkman	1997-01-01T00:00:00Z	male	award
Charles S. Mott Prize	Peter K. Vogt	1991-01-01T00:00:00Z	male	award
Chemical Pioneer Award	Elizabeth Lee Hazen	1975-01-01T00:00:00Z	female	award for chemists or chemical engineers who have made outstanding contributions to advances in chemistry or the chemical profession
City of Barcelona Award	Maria Pia Cosma	2015-01-01T00:00:00Z	female	Culture award of the city of Barcelona
City of Barcelona Award	Ramon Folch i Guillèn	2004-01-01T00:00:00Z	male	Culture award of the city of Barcelona
City of Barcelona Award	Ricard Solé	2003-01-01T00:00:00Z	male	Culture award of the city of Barcelona
City of Vienna Prize for science	Giulio Superti-Furga	2011-01-01T00:00:00Z	male	$null$
City of Vienna Prize for science	Michael Wagner	2008-01-01T00:00:00Z	male	$null$
Clarke Medal	Frederic Wood Jones	1941-01-01T00:00:00Z	male	award
Clarke Medal	Frederick Hutton	1891-01-01T00:00:00Z	male	award
Clarke Medal	James Hector	1887-01-01T00:00:00Z	male	award
Clarke Medal	Klaus Rohde	1996-01-01T00:00:00Z	male	award
Clarke Medal	Richard Owen	1878-01-01T00:00:00Z	male	award
Clarke Medal	Richard Shine	1999-01-01T00:00:00Z	male	award
Clarke Medal	Thomas Henry Huxley	1880-01-01T00:00:00Z	male	award
Cloëtta Prize	Antonio Lanzavecchia	1999-01-01T00:00:00Z	male	Swiss academic biomedical distinction
Cloëtta Prize	Denis Duboule	1997-01-01T00:00:00Z	male	Swiss academic biomedical distinction
Cloëtta Prize	Nouria Hernandez	2007-01-01T00:00:00Z	female	Swiss academic biomedical distinction
Cloëtta Prize	Ueli Schibler	1986-01-01T00:00:00Z	male	Swiss academic biomedical distinction
Colworth Medal	Greg Winter	1986-01-01T00:00:00Z	male	award of Biochemical Society
Colworth Medal	Greg Winter	1986-01-01T00:00:00Z	male	award of Biochemical Society
Colworth Medal	Hans Kornberg	1963-01-01T00:00:00Z	male	award of Biochemical Society
Colworth Medal	Hans Kornberg	1963-01-01T00:00:00Z	male	award of Biochemical Society
Colworth Medal	Helen Walden	2015-01-01T00:00:00Z	female	award of Biochemical Society
Colworth Medal	James Henderson Naismith	2004-01-01T00:00:00Z	male	award of Biochemical Society
Colworth Medal	Jonathon Noe Joseph Pines	1995-01-01T00:00:00Z	male	award of Biochemical Society
Colworth Medal	Philip Cohen	1977-01-01T00:00:00Z	male	award of Biochemical Society
Colworth Medal	Philip Cohen	1977-01-01T00:00:00Z	male	award of Biochemical Society
Colworth Medal	Ron Laskey	1979-01-01T00:00:00Z	male	award of Biochemical Society
Colworth Medal	Simon Boulton	2006-01-01T00:00:00Z	male	award of Biochemical Society
Communicator Award of DFG	Hanns Hatt	2010-01-01T00:00:00Z	male	German science award for excellence in communication of research in broad public
Copley Medal	Alan Lloyd Hodgkin	1965-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Albert Kluyver	1953-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Alfred Russel Wallace	1908-11-30T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Andrew Huxley	1973-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Archibald Hill	1948-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	César Milstein	1989-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	David Keilin	1951-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Dorothy Hodgkin	1976-01-01T00:00:00Z	female	award given by the Royal Society of London
Copley Medal	Everard Home	1807-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Francis Crick	1975-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Frank Fenner	1995-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	George Edwards	1750-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Henri Milne-Edwards	1856-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Henry Baker	1744-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Howard Florey	1957-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Hugh Huxley	1997-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Ilya Mechnikov	1906-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	James D. Watson	1993-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Jeffrey I. Gordon	2018-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Johannes Peter Müller	1854-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	John Ellis	1767-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	John Gurdon	2003-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	John Maynard Smith	1999-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	John Walsh	1773-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Karl Ernst von Baer	1867-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Louis Agassiz	1861-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Martin Evans	2009-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Max Perutz	1979-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Oswald Avery	1945-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Peter Medawar	1969-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Ray Lankester	1913-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Richard Owen	1851-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Ronald Fisher	1955-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Rudolf Virchow	1892-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Theodor El marica	1845-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Thomas Henry Huxley	1888-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	Tomas Lindahl	2010-01-01T00:00:00Z	male	award given by the Royal Society of London
Copley Medal	William Watson	1745-01-01T00:00:00Z	male	award given by the Royal Society of London
Cothenius Medal	Archibald Hill	1966-01-01T00:00:00Z	male	science award
Cothenius Medal	Arnold Graffi	1977-01-01T00:00:00Z	male	science award
Cothenius Medal	August Weismann	1876-01-01T00:00:00Z	male	science award
Cothenius Medal	Bernhard Hassenstein	1993-01-01T00:00:00Z	male	science award
